numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
org.jboss.remoting:jboss-remoting::org.jboss.modules:jboss-modules,75,113,2,0,0.351351,0.837838,0,5,0,3
org.apereo.cas:cas-server-core-validation::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.apereo.cas:cas-server-core-validation::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,9,0,0.382353,1.617647,0,13,7,10
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-aop,58,81,11,0.69697,0,0.666667,0,0,23,11
org.apache.jackrabbit:oak-lucene::org.mockito:mockito-core,148,258,1,1,0,0,0,0,0,0
org.apereo.cas:cas-server-core-services::org.javers:javers-core,50,178,1,0,1,1,0,0,0,0
org.grails:grails-plugin-converters::org.codehaus.groovy:groovy-test,107,93,8,0.019608,0.098039,0.294118,0,0,29,12
org.springframework.integration:spring-integration-twitter::org.springframework:spring-web,90,66,31,0.191489,0.319149,0.319149,17,27,2,20
org.apereo.cas:cas-server-core-api-services::org.springframework.data:spring-data-commons,58,69,9,0.471698,0.226415,3.603774,0,22,19,20
com.github.fakemongo:fongo::org.openjdk.jmh:jmh-core,51,82,3,0,2.333333,0.416667,0,6,0,4
org.apereo.cas:cas-server-core-api-ticket::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.springframework.security:spring-security-acl::net.sf.ehcache:ehcache,50,80,4,0.307692,0.974359,0.487179,20,10,1,15
org.apereo.cas:cas-server-core-api::com.github.fakemongo:fongo,58,51,9,0,0.48,0.96,0,29,10,20
org.apache.cxf:cxf-bundle::com.sun.xml.bind:jaxb-impl,106,51,8,0,0.604938,0.950617,0,43,13,27
com.netflix.governator:governator-servlet::org.mockito:mockito-core,78,258,1,0,1.25,0,0,0,0,0
org.apereo.cas:cas-server-core-services::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,50,88,13,0,0.446809,2.404255,0,24,10,18
org.apereo.cas:cas-server-support-validation::org.springframework:spring-jms,57,85,20,0.52,0,1.18,2,1,40,20
org.apereo.cas:cas-server-support-saml-core::com.zaxxer:HikariCP,58,54,11,0.09434,0.283019,0.698113,15,25,1,19
com.spotify:docker-maven-plugin::org.springframework:spring-test,165,61,1,0,1.043478,2.876812,0,0,0,0
org.bonitasoft.engine:bonita-client::com.fasterxml.jackson.core:jackson-databind,61,110,2,0,3.888889,1.5,0,13,0,6
io.engineblock:eb-core::org.testng:testng,75,69,2,0,1.157143,0,0,20,0,10
io.fabric8.jube.images.fabric8:quickstart-java-cxf-cdi::org.eclipse.jetty:jetty-servlet,68,235,2,0,1.705882,0.647059,0,31,0,15
org.http4s:http4s-servlet_2.10::org.eclipse.jetty:jetty-servlet,108,235,19,0,0.75,1.666667,0,28,45,33
com.graphaware.neo4j:timetree::org.neo4j.app:neo4j-server,51,213,1,0,0,0,0,0,0,0
com.sun.grizzly:grizzly-jruby::org.jruby:jruby-complete,58,94,7,0,2.547619,1.166667,0,21,4,13
org.crazyyak.dev:yak-dev-hibernate::org.hibernate:hibernate-core,66,171,1,0,0,6.5,0,0,0,0
org.springframework.integration:spring-integration-redis::org.springframework:spring-tx,85,84,10,0.5,0.333333,0.444444,14,0,3,8
io.advantageous.qbit:qbit-consul-client::org.mockito:mockito-core,77,258,1,0,0.103896,37.454545,0,0,0,0
org.javers:javers-core::com.fasterxml.jackson.core:jackson-databind,178,110,1,0,2.112782,4.218045,0,0,0,0
org.keycloak:keycloak-saml-jetty-adapter-core::org.eclipse.jetty:jetty-util,55,206,1,1,0.581818,3.490909,0,0,0,0
org.apereo.cas:cas-server-core-logout::com.fasterxml.jackson.core:jackson-databind,58,110,10,0,0.3125,1.53125,0,10,9,11
com.bbossgroups.plugins:bboss-elasticsearch-rest::com.bbossgroups:bboss-velocity,79,76,38,0,0,0.013158,0,4,65,25
org.skinny-framework:skinny-test_2.11::org.scalikejdbc:scalikejdbc-test_2.11,90,61,32,0.101124,0.011236,0,12,37,19,32
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-test,58,61,12,0,0,1.133333,0,2,18,11
org.apereo.cas:cas-server-core-api-util::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.361111,1.694444,0,15,8,12
org.apereo.cas:cas-server-core-webflow::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.springframework.security:spring-security-acl::org.mockito:mockito-core,50,258,6,0.675676,0.189189,0,11,14,0,12
net.serenity-bdd:serenity-gradle-plugin::org.mockito:mockito-core,139,258,3,0.978723,0.212766,0,2,21,0,11
org.apereo.cas:cas-server-core::org.hibernate:hibernate-hikaricp,53,76,6,0,0.631579,1.368421,0,0,8,4
com.yahoo.elide:elide-datastore-hibernate3::org.hibernate:hibernate-envers,105,174,1,2,0,0,0,0,0,0
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-web,54,66,12,0,0.030303,1.363636,0,2,18,11
io.ratpack:ratpack-core::com.fasterxml.jackson.datatype:jackson-datatype-jsr310,52,53,3,0,0.535714,2.392857,0,12,0,7
org.apereo.cas:cas-server-core-api-validation::org.hibernate:hibernate-entitymanager,58,153,10,0,0.444444,1.138889,0,2,24,12
com.orientechnologies:orientdb-lucene::com.orientechnologies:orientdb-enterprise,106,87,2,0,0,2.333333,1,0,0,0
com.couchbase.client:core-io::org.mockito:mockito-core,53,258,1,0,1.8,0.8,0,0,0,0
com.nimbusds:common::com.sun.jersey:jersey-core,86,97,4,0,0,0,0,4,7,6
org.apereo.cas:cas-server-core-logout::com.zaxxer:HikariCP,58,54,10,0.129032,0.096774,0.967742,10,3,7,11
org.grails:grails-plugin-async::org.codehaus.groovy:groovy,107,163,8,0.019608,0.098039,0.294118,0,0,29,12
top.coos:coos.core::com.ibeetl:beetl,57,57,1,0,1,2,0,0,0,0
org.datanucleus:datanucleus-accessplatform-jdo-json::org.datanucleus:datanucleus-api-jdo,85,92,18,0.404255,0.425532,0,10,12,12,14
net.thucydides:thucydides-core::com.fasterxml.jackson.core:jackson-databind,143,110,4,0,0.533333,2.311111,0,8,0,4
org.apereo.cas:cas-server-support-validation::org.springframework.data:spring-data-commons,57,69,9,0.510204,0.183673,3.632653,0,20,15,17
org.grails:grails-plugin-i18n::org.codehaus.groovy:groovy-test,107,93,8,0,0.078431,0.254902,0,0,28,12
com.datastax.spark:spark-cassandra-connector-embedded_2.10::org.apache.cassandra:cassandra-thrift,71,173,5,0.076923,0.307692,1.730769,0,2,11,6
com.netflix.genie:genie-client::org.mockito:mockito-core,74,258,1,0,1,0,0,0,0,0
org.springframework.integration:spring-integration-sftp::org.springframework:spring-context-support,91,84,43,0.2,0.266667,0.25,33,24,2,26
net.serenity-bdd:serenity-rest-assured::org.mockito:mockito-core,185,258,3,0.987952,0.120482,0,4,28,0,16
net.thucydides:thucydides-core::org.jbehave:jbehave-core,143,144,2,1,1.068966,0.45977,0,36,0,18
io.fabric8.elasticsearch:openshift-elasticsearch-plugin::com.floragunn:search-guard-2,57,72,3,1,0.416667,0.583333,0,2,3,2
com.themodernway:themodernway-server-core::com.fasterxml.jackson.datatype:jackson-datatype-guava,78,89,3,0,0,0,0,0,9,5
org.scalikejdbc:scalikejdbc-mapper-generator-core_2.11::org.specs2:specs2_2.11,65,62,4,0,0.266667,0.2,0,2,2,2
com.scireum:sirius-db::com.scireum:sirius-kernel,69,117,15,0,1.797101,0.231884,47,2,0,24
ch.softappeal.yass:yass::org.eclipse.jetty.websocket:javax-websocket-server-impl,77,117,26,0,0.441176,0.352941,0,43,19,28
com.bertramlabs.plugins:ratpack-asset-pipeline::io.ratpack:ratpack-guice,70,50,9,0,0.528571,0.785714,21,19,1,19
com.bbossgroups.plugins:bboss-elasticsearch-rest::com.fasterxml.jackson.core:jackson-databind,79,110,3,0,0,0.860759,0,0,37,16
org.mockito:mockito-core::net.bytebuddy:byte-buddy,258,150,41,0,0.068966,1.408867,10,111,33,74
org.springframework.data:spring-data-commons::org.codehaus.groovy:groovy-all,69,150,2,0.550725,0.985507,4.869565,30,0,0,15
org.specs2:specs2-analysis_2.12::org.specs2:specs2-matcher_2.12,64,70,2,0,0,0,0,0,1,0
org.hibernate:hibernate-entitymanager::net.bytebuddy:byte-buddy,153,150,11,0,0.571429,1.75,0,18,6,11
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-webmvc,54,75,18,0.44898,0.020408,1.265306,0,2,39,20
org.jetbrains.kotlin:kotlin-gradle-plugin-core::com.android.tools.build:gradle,60,53,1,0.051282,3.538462,1,0,0,0,0
org.eclipse.jetty.cdi:cdi-servlet::org.jboss.weld.servlet:weld-servlet-core,51,111,1,1,0,6.686275,0,0,0,0
org.neo4j:neo4j::org.neo4j:neo4j-lucene-index,210,254,2,0,0,0,0,2,0,1
com.sun.jersey.contribs.bill-burke-book:ex09_2::com.sun.xml.bind:jaxb-impl,57,51,1,0,1,1.736842,0,0,0,0
com.linecorp.armeria:armeria::org.apache.tomcat.embed:tomcat-embed-jasper,112,148,7,1,0.361702,0.744681,0,21,22,22
org.apereo.cas:cas-server-support-jdbc-drivers::org.hibernate:hibernate-entitymanager,56,153,10,0,0.545455,1.30303,0,2,20,11
org.apereo.cas:cas-server-core-monitor::org.springframework:spring-orm,58,81,18,0.46,0.02,1.24,0,2,40,20
au.com.dius:pact-jvm-consumer-specs2_2.10::org.codehaus.groovy:groovy-all,68,150,2,0.5,1.5,4,0,0,1,1
com.aol.microservices:micro-ip-tracker::org.mockito:mockito-core,61,258,1,1,1,0,0,0,0,0
org.apereo.cas:cas-server-core-api-ticket::org.springframework:spring-webmvc,58,75,11,0.677419,0,0.677419,0,0,22,11
org.apereo.cas:cas-server-core::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,53,93,1,0,0,0.75,0,0,0,0
org.jooq:jooq-codegen::org.jooq:jooq,101,117,1,0,0,0,0,0,0,0
com.floragunn:search-guard-5::com.floragunn:search-guard-ssl,100,174,52,0.29,0.69,1.15,0,60,25,46
com.netflix.hystrix:hystrix-core::com.netflix.servo:servo-core,105,87,2,0,0,1,0,0,1,1
org.crazyyak.dev:yak-dev-hibernate::org.springframework:spring-orm,66,81,1,0,0.30303,6.136364,0,0,0,0
no.digipost:digipost-api-client-java::com.sun.jersey:jersey-client,59,58,3,0,3.5,0,0,5,0,2
org.springframework.data:spring-data-neo4j::org.neo4j:neo4j-kernel,64,207,1,0,1,0,0,0,0,0
org.apache.cxf:cxf-bundle-minimal::org.eclipse.jetty:jetty-server,99,231,12,1.295775,0.774648,0.380282,16,10,10,17
org.stagemonitor:stagemonitor-core::net.bytebuddy:byte-buddy-agent,66,62,3,0,0.391304,0.782609,0,7,3,6
com.netflix.genie:genie-common::com.sun.jersey:jersey-json,94,58,2,0,7.714286,0.857143,0,1,0,0
com.facebook.presto:presto-jdbc::org.testng:testng,157,69,4,0,0.821656,1.955414,0,50,44,48
org.http4s:http4s-core_2.12::org.specs2:specs2-scalacheck_2.12,52,71,1,0.153846,0.307692,2.423077,0,0,0,0
org.grails:grails-datastore-gorm-neo4j::org.neo4j:neo4j-graphviz,68,144,6,0.545455,0.954545,1.295455,9,15,4,13
net.javacrumbs.json-unit:json-unit-core::com.fasterxml.jackson.core:jackson-databind,54,110,1,0,0.2,0.8,0,0,0,0
net.sf.jabb:jabb-core::org.apache.camel:camel-netty,115,88,1,0,5.2,5.504348,0,0,0,0
org.stagemonitor:stagemonitor-core::net.bytebuddy:byte-buddy,66,150,9,0,0.297297,1.486486,0,18,5,10
org.skinny-framework:skinny-freemarker_2.11::org.mockito:mockito-core,90,258,11,0.728814,0.084746,0.254237,12,9,1,10
net.sf.jabb:jabb-core::org.springframework:spring-context-support,115,84,1,1,0,11.643678,0,0,0,0
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider::com.sun.jersey:jersey-server,93,58,1,0,4.75,0,0,0,0,0
org.jresearch.commons.gwt:org.jresearch.commons.gwt.flexess.srv::org.jresearch.commons.base.manager:org.jresearch.commons.base.manager.impl,71,51,8,0,0,0,0,0,8,5
au.com.dius:pact-specification-test_2.11::org.mockito:mockito-core,136,258,2,1,0.445545,0,0,32,0,16
org.http4s:http4s-servlet_2.10::org.scalaz:scalaz-scalacheck-binding_2.10,108,106,22,0,1.188679,0.641509,0,42,28,34
org.specs2:specs2-html_2.12::org.specs2:specs2-scalacheck_2.12,70,71,1,0,0,0,0,0,0,0
com.mebigfatguy.fb-contrib:fb-contrib::org.testng:testng,51,69,1,0,2.25,0.928571,0,0,0,0
org.apereo.cas:cas-server-support-themes::org.springframework:spring-test,57,61,9,0,0,1.392857,0,0,15,8
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-context,58,74,19,0,0.019231,1.153846,0,2,42,22
com.netflix.curator:curator-client::org.mockito:mockito-core,55,258,1,0,1,0,0,0,0,0
org.jresearch.commons.gwt:org.jresearch.commons.gwt.flexess.srv::org.springframework:spring-context,71,74,5,0,0,0.571429,0,0,28,14
org.webpieces:http-webserver-test::org.codehaus.groovy:groovy-all,73,150,1,0.157143,0.7,4.057143,0,0,0,0
au.com.dius:pact-jvm-consumer-junit_2.11::org.specs2:specs2_2.11,133,62,1,0.604651,0.976744,0,0,0,0,0
com.github.bingoohuang:eql::com.alibaba:druid,75,75,6,0,0.054795,4.945205,0,0,47,24
au.com.dius:pact-jvm-model_2.10::org.specs2:specs2-junit_2.10,76,160,2,0,0.666667,1.285714,0,4,0,2
com.datastax.spark:spark-cassandra-connector-java_2.10::org.eclipse.jetty:jetty-server,59,231,1,1,0.090909,4.227273,0,0,0,0
org.http4s:http4s-jawn_2.10::org.specs2:specs2-scalacheck_2.10,122,163,7,0,0.340206,1.597938,0,24,25,24
org.grails:grails-databinding::org.codehaus.groovy:groovy-all,90,150,10,0,0.631579,0.315789,0,14,3,9
org.grails:grails-datastore-gorm-neo4j::org.grails:grails-datastore-gorm-test,68,105,9,0.571429,0,0.571429,5,0,6,4
org.specs2:specs2-mock_2.12::org.mockito:mockito-core,79,258,4,0.263158,2.184211,0.210526,26,21,0,22
au.com.dius:pact-jvm-server_2.11::org.scala-lang:scala-compiler,107,76,2,0,1.245614,0.894737,0,0,8,4
org.apereo.cas:cas-server-core-validation::org.springframework.data:spring-data-commons,58,69,9,0.44898,0.22449,3.55102,0,24,16,20
org.apereo.cas:cas-server-core-api-web::org.hibernate:hibernate-core,58,171,7,0,0.515152,1.212121,0,0,22,11
io.fabric8.jube.images.fabric8:quickstart-java-cxf-cdi::org.eclipse.jetty:jetty-util,68,206,2,0,1.705882,0.647059,0,31,0,15
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-tx,58,84,15,0.657143,0,0.6,2,1,25,13
com.ibeetl:beetl::org.springframework:spring-web,57,66,1,0,0.714286,6.232143,0,0,0,0
org.http4s:http4s-testing_2.10::org.specs2:specs2-scalacheck_2.10,59,163,1,0,0.436364,2.472727,0,0,0,0
org.apereo.cas:cas-server-support-oidc-core::org.springframework.data:spring-data-commons,56,69,8,0.52,0.18,3.84,0,18,21,20
au.com.dius:pact-jvm-provider-lein_2.11::org.clojure:clojure,70,110,3,0,1.617647,0,0,23,0,12
org.codehaus.cargo:cargo-jetty-7-and-onwards-deployer::org.eclipse.jetty:jetty-deploy,50,235,22,1.68,0.08,1.06,0,18,26,20
com.liferay:com.liferay.asset.publisher.web::com.liferay:com.liferay.exportimport.service,70,70,3,0,4.014493,5.492754,14,0,0,7
org.apereo.cas:cas-server-core-validation::org.hibernate:hibernate-core,58,171,6,0,0.451613,1.258065,0,0,20,9
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase::com.sun.xml.bind:jaxb-impl,70,51,2,0,0.142857,3.328571,0,11,0,5
org.datanucleus:datanucleus-accessplatform-jdo-neo4j::org.datanucleus:datanucleus-api-jdo,83,92,18,0.404255,0.425532,0.021277,8,12,14,15
org.grails:grails-plugin-log4j::org.codehaus.groovy:groovy-all,56,150,13,0,0.678571,0.214286,0,20,3,12
org.codelibs:elasticsearch-cluster-runner::org.codelibs.elasticsearch.module:ingest-common,79,52,48,0.145455,0.072727,0,34,12,5,23
org.quasar-analytics:quasar-frontend-internal_2.11::org.http4s:http4s-core_2.11,314,161,2,0,0,7.333333,0,4,0,2
com.bertramlabs.plugins:karman-core::org.codehaus.groovy:groovy-all,69,150,1,0,4,1,0,0,0,0
org.http4s:http4s-tomcat_2.11::org.scalaz:scalaz-scalacheck-binding_2.11,128,56,20,0,1.266055,0.706422,0,34,36,34
org.specs2:specs2-form_2.11::org.scala-lang:scala-compiler,226,76,2,0,2,1,0,0,1,0
org.apereo.cas:cas-server-core-api-protocol::com.fasterxml.jackson.datatype:jackson-datatype-guava,58,89,10,0,0.324324,1.675676,0,15,9,13
org.apereo.cas:cas-server-core-logout::org.springframework:spring-test,58,61,12,0,0,1.483871,0,2,18,11
org.apereo.cas:cas-server-core-util::org.springframework:spring-messaging,55,57,12,0.636364,0,0.606061,0,0,24,12
org.atmosphere.samples:atmosphere-spring-websocket::org.springframework:spring-aop,97,81,1,1.2,0,4.35,0,0,0,0
com.hazelcast:hazelcast-wm::org.eclipse.jetty:jetty-webapp,89,231,1,0.957746,0.014085,12.309859,0,0,0,0
org.apereo.cas:cas-server-core-monitor::com.github.fakemongo:fongo,58,51,9,0,0.538462,0.942308,0,29,10,20
org.datanucleus:datanucleus-excel::org.apache.poi:poi,70,51,2,0,1.272727,0,0,1,0,1
org.datanucleus:datanucleus-jdo-jca::org.datanucleus:datanucleus-core,83,157,22,0.434783,0.086957,0.043478,2,6,14,11
org.grails:grails-web-common::org.springframework:spring-context-support,74,84,28,0.040541,0.364865,0.378378,0,32,29,31
org.apereo.cas:cas-server-core-api-events::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,55,93,3,0,0,0.888889,0,0,4,2
de.otto.edison:edison-jobs::com.ning:async-http-client,120,126,5,0,0,1.925926,0,0,51,26
com.googlecode.mapperdao:mapperdao::org.springframework:spring-jdbc,57,89,4,0.111111,0,2,0,0,11,5
com.epam.jdi:jdi-uitest-cucumber::ru.yandex.qatools.allure:allure-testng-adaptor,86,59,1,0,1,18.96,0,0,0,0
de.otto.edison:edison-health::org.springframework:spring-test,59,61,5,0,0.381818,0.527273,0,6,19,10
org.apereo.cas:cas-server-core-monitor::org.springframework:spring-jms,58,85,20,0.5,0,1.230769,2,1,44,22
com.amazonaws:aws-java-sdk-osgi::com.fasterxml.jackson.core:jackson-databind,421,110,4,0,2.392857,0.878571,0,96,111,101
org.apereo.cas:cas-server-core-tickets::org.springframework.data:spring-data-commons,58,69,4,0.705882,0,4.235294,0,0,16,8
org.crazyyak.dev:yak-dev-jersey-spring::org.springframework:spring-web,66,66,1,0,0.3125,6.140625,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11::org.codehaus.groovy:groovy-all,69,150,4,0.333333,1.388889,2.111111,0,0,11,5
org.apereo.cas:cas-server-support-jpa-util::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.http4s:http4s-servlet_2.10::org.specs2:specs2-matcher-extra_2.10,108,162,7,0,0.178082,1.246575,0,17,21,18
org.sonatype.nexus:nexus-test-harness-its::org.codehaus.groovy:groovy,54,163,1,0.875,1.925,2.6,0,0,0,0
org.apereo.cas:cas-server-core-services::org.hibernate:hibernate-entitymanager,50,153,11,0,0.270833,2.666667,0,4,30,17
org.specrunner:specrunner-jetty::org.eclipse.jetty:jetty-webapp,130,231,1,0,1.666667,2.5,0,0,0,0
org.clojure:tools.deps.alpha::org.clojure:clojure,59,110,2,0,1.186441,0,0,12,0,6
com.typesafe.play:play-java-jpa_2.11::org.hibernate:hibernate-entitymanager,68,153,9,0.285714,0.285714,1.904762,28,6,3,17
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-core,58,83,9,0,0.038462,1.269231,0,2,12,7
org.springframework.security:spring-security-acl::org.springframework:spring-jdbc,50,89,11,0.578947,0,0.578947,12,0,4,8
net.serenity-bdd:serenity-browsermob-plugin::io.netty:netty-all,126,113,1,1,1,8.215385,0,0,0,0
net.serenity-bdd:serenity-test-utils::net.bytebuddy:byte-buddy,246,150,6,0,0.319672,4.139344,0,39,10,22
org.grails:grails-docs::org.codehaus.groovy:groovy-ant,133,93,12,0.035088,0.22807,0.280702,0,0,35,16
org.http4s:http4s-json4s-jackson_2.11::org.scalaz:scalaz-scalacheck-binding_2.11,159,56,20,0,1.292035,0.716814,0,36,36,36
org.apereo.cas:cas-server-support-saml-core::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-monitor::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.361111,1.638889,0,15,9,13
org.grails:grails-plugin-datasource::org.codehaus.groovy:groovy-all,111,150,13,0,0.678571,0.214286,0,11,7,9
org.apereo.cas:cas-server-support-ldap::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,4,0,0,1.25,0,0,3,3
org.codelibs:elasticsearch-cluster-runner::org.codelibs.elasticsearch.module:lang-mustache,79,52,48,0.145455,0.072727,0,34,12,5,23
org.onosproject:onos-protocols-lisp-api::com.fasterxml.jackson.core:jackson-databind,58,110,5,0,0.981818,2.472727,0,20,9,13
org.grails:grails-datastore-gorm-hibernate4::org.springframework:spring-tx,85,84,5,0.071429,0,0.285714,0,0,9,3
org.jasig.cas:cas-server-core::org.springframework:spring-core,58,83,3,0,0.555556,1.555556,0,0,4,2
org.grails:grails-docs::org.codehaus.groovy:groovy-all,133,150,20,0,0.717391,0.282609,9,9,12,13
org.http4s:http4s-argonaut_2.11::org.scalaz:scalaz-scalacheck-binding_2.11,165,56,20,0,1.292035,0.716814,0,36,36,36
com.github.docker-java:docker-java::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,51,93,5,0,2.88,2.24,0,17,2,11
org.apereo.cas:cas-server-core-api-monitor::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-support-saml::org.springframework:spring-web,58,66,5,0,0,0.285714,0,0,7,4
org.crazyyak.dev:yak-dev-jersey-spring::org.springframework:spring-aop,66,81,1,0,1,7.5,0,0,0,0
org.realityforge.arez:arez-browser-extras::org.eclipse.jetty:jetty-server,50,231,1,0,2,8.692308,0,0,0,0
org.realityforge.react4j:react4j-core::org.eclipse.jetty:jetty-io,78,235,1,0,2,9.069767,0,0,0,0
org.apereo.cas:cas-server-support-throttle::org.hibernate:hibernate-core,57,171,10,0,0.384615,2.346154,0,4,37,20
au.com.dius:pact-jvm-provider-scalatest_2.11::org.mockito:mockito-core,59,258,2,1,0.051724,0,0,6,0,3
org.apereo.cas:cas-server-support-themes::com.fasterxml.jackson.module:jackson-module-kotlin,57,82,4,0,0,1.25,0,0,3,3
org.apereo.cas:cas-server-core-authentication::com.fasterxml.jackson.module:jackson-module-kotlin,54,82,2,0,0,2,0,0,1,1
com.ibeetl:beetl::com.fasterxml.jackson.core:jackson-databind,57,110,1,0,0,1.142857,0,0,0,0
org.apereo.cas:cas-server-support-oauth-core::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-core-api-validation::com.fasterxml.jackson.core:jackson-databind,58,110,10,0,0.351351,1.540541,0,15,9,13
