numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
com.netflix.eureka:eureka-client::org.mockito:mockito-core,147,258,2,1,0.15625,0,0,16,0,8
org.craftercms:crafter-social-admin::org.craftercms:crafter-profile-client,50,68,1,0,1,2.5,0,0,0,0
net.thucydides:thucydides-jbehave-plugin::net.thucydides:thucydides-test-utils,65,109,1,0,0,0.5,0,0,0,0
com.hazelcast:hazelcast-hibernate3::org.hibernate:hibernate-core,71,171,3,1.464789,0.661972,3.633803,0,28,3,14
org.crazyyak.dev:yak-dev-hibernate::org.springframework:spring-tx,66,84,1,0,0.30303,6.136364,0,0,0,0
org.realityforge.react4j:react4j-arez::org.realityforge.arez:arez-browser-extras,77,50,24,0,0.04878,0,0,28,0,15
org.apache.cxf:cxf-bundle-minimal::org.springframework:spring-core,99,83,3,0,0.518519,0.222222,0,3,1,3
au.com.dius:pact-jvm-consumer-specs2_2.11::org.codehaus.groovy:groovy-all,133,150,4,0.233333,1.433333,1.933333,0,0,17,8
org.datanucleus:datanucleus-accessplatform-jdo-cassandra::org.datanucleus:datanucleus-core,57,157,18,0.5,0.111111,0,0,4,13,10
io.fabric8:kubernetes-client::com.ning:async-http-client,185,126,1,0,0,1,0,0,0,0
org.kuali.rice:rice-it-kim::org.eclipse.jetty:jetty-security,76,231,1,0,2,10.5,0,0,0,0
au.com.dius:pact-jvm-consumer-junit_2.10::org.codehaus.groovy:groovy-all,68,150,2,0.5,1.5,4,0,0,1,1
org.apereo.cas:cas-server-core-api-ticket::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,12,0,0.315789,1.526316,0,15,11,15
org.apereo.cas:cas-server-core-api-web::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.onosproject:onos-incubator-api::io.netty:netty,96,70,1,1,0,1,0,0,0,0
au.com.dius:pact-jvm-model::org.mockito:mockito-core,56,258,1,1,0,0,0,0,0,0
com.fasterxml.jackson.module:jackson-module-jaxb-annotations::com.fasterxml.jackson.core:jackson-databind,97,110,2,0,0.5,0,0,1,0,1
com.alibaba:fastjson::org.apache.cxf:cxf-rt-frontend-jaxrs,108,82,1,0,0.326531,9.122449,0,0,0,0
org.realityforge.replicant:replicant-client-common::org.realityforge.guiceyloops:guiceyloops,53,64,1,0,21.705882,0,0,0,0,0
com.bbossgroups:bboss-mvc::org.apache.poi:poi,76,51,1,0,13,0,0,0,0,0
org.apereo.cas:cas-server-core-tickets::org.springframework:spring-context,58,74,12,0,0,0.676471,0,0,25,12
com.sksamuel.scruffy:scruffy-swagger_2.10::com.sksamuel.scruffy:scruffy-server_2.10,94,99,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-logout::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.skinny-framework:skinny-factory-girl_2.11::org.scala-lang:scala-compiler,94,76,7,0,0.666667,0.111111,0,0,56,27
org.pustefixframework.editor:pustefix-editor-backend::org.springframework:spring-webmvc,171,75,2,0,0.357143,4.660714,0,6,0,3
com.netflix.governator:governator-jetty::org.eclipse.jetty:jetty-webapp,64,231,1,0,2,7.321429,0,0,0,0
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-context,57,74,18,0,0.019608,1.196078,0,2,42,21
org.apereo.cas:cas-server-core-services::org.springframework:spring-core,50,83,9,0,0.038462,1.269231,0,2,12,7
org.apereo.cas:cas-server-core-api-webflow::org.springframework:spring-web,54,66,9,0,0,1.533333,0,0,17,9
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-aop,54,81,18,0.470588,0.019608,1.254902,0,2,42,21
com.yahoo.elide:elide-datastore-hibernate5::org.hibernate:hibernate-entitymanager,113,153,2,0,1.864865,7.756757,0,4,0,2
org.apereo.cas:cas-server-support-saml-idp-core::com.github.axet:wget,56,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-web::org.springframework.data:spring-data-commons,58,69,4,0.69697,0,4.30303,0,0,16,8
com.netflix.spectator:spectator-web-spring::com.fasterxml.jackson.core:jackson-databind,52,110,7,0,0.411765,1.490196,0,33,7,20
org.webpieces:webserver::org.codehaus.groovy:groovy-all,55,150,1,0,0.509091,3.381818,0,0,0,0
org.realityforge.arez:arez-annotations::org.eclipse.jetty:jetty-servlets,74,235,1,0,2,9.20339,0,0,0,0
com.fasterxml.jackson.datatype:jackson-datatype-hibernate4::org.hibernate:hibernate-entitymanager,88,153,1,0.613636,1.818182,11.284091,0,0,0,0
org.jboss.narayana.jts:narayana-jts-jacorb::org.jboss.logmanager:jboss-logmanager,68,61,1,0,2.9,0,0,0,0,0
org.realityforge.react4j:react4j-core::org.eclipse.jetty:jetty-server,78,231,1,0,2,9.095238,0,0,0,0
com.scireum:sirius-search::org.elasticsearch:elasticsearch,82,225,6,1.428571,1.428571,1.5,10,1,7,9
com.soywiz:korim::com.soywiz:korio,50,66,5,0,0,0,0,2,2,3
com.netflix.spectator:spectator-reg-servo::nl.jqno.equalsverifier:equalsverifier,85,58,2,0,0.777778,0,0,2,0,1
com.hazelcast:hazelcast::net.bytebuddy:byte-buddy-agent,152,62,2,0,1.266667,2.6,0,3,0,1
org.skinny-framework:skinny-scaldi_2.11::org.mockito:mockito-core,85,258,11,0.728814,0.084746,0.254237,12,9,1,10
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-annotations,53,235,1,0,2,8.9,0,0,0,0
org.kuali.rice:rice-it-edl::org.eclipse.jetty:jetty-util,77,206,1,0,2,11.333333,0,0,0,0
org.realityforge.arez:arez-core::org.eclipse.jetty:jetty-jndi,110,235,1,0,2,9.306452,0,0,0,0
org.datanucleus:datanucleus-accessplatform-jdo-neodatis::org.datanucleus:datanucleus-api-jdo,59,92,12,0.575758,0.575758,0,2,11,9,10
net.serenity-bdd:serenity-gradle-plugin::org.codehaus.groovy:groovy-all,139,150,4,0,0.509091,2.1,0,22,31,25
org.grails:grails-plugin-databinding::org.codehaus.groovy:groovy-all,91,150,10,0,0.631579,0.315789,0,14,3,9
org.apereo.cas:cas-server-core-logout::org.mockito:mockito-core,58,258,12,0.4,1.44,0.02,22,14,0,18
com.mysema.querydsl:querydsl-apt::org.hibernate:hibernate-envers,119,174,2,0.255814,1.069767,11.465116,0,13,0,7
org.grails:grails-web-databinding::org.codehaus.groovy:groovy,71,163,9,0,0.163636,0.290909,0,0,40,20
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-util,53,206,1,0,2,8.9,0,0,0,0
org.apereo.cas:cas-server-support-oidc-core::com.fasterxml.jackson.datatype:jackson-datatype-guava,56,89,10,0,0.342105,1.657895,0,15,9,13
org.apereo.cas:cas-server-support-jdbc::org.mockito:mockito-core,58,258,12,0.333333,1.981481,0.018519,18,23,0,20
org.neo4j:neo4j::org.neo4j:neo4j-ha,210,241,2,0,0,0,0,2,0,1
com.netflix.genie:genie-client::org.codehaus.groovy:groovy,74,163,1,0,1,7.833333,0,0,0,0
org.neo4j.app:neo4j-server::org.neo4j.app:neo4j-browser,213,53,1,1,0,0,0,0,0,0
org.craftercms:crafter-social-admin::org.craftercms:crafter-security-provider,50,57,1,0,1,2.5,0,0,0,0
org.apereo.cas:cas-server-support-oidc-core::org.springframework:spring-test,56,61,10,0,0,1.466667,0,0,18,10
org.apereo.cas:cas-server-core-tickets::org.hibernate:hibernate-hikaricp,58,76,9,0,0.6,1.2,0,2,11,6
org.apereo.cas:cas-server-support-ldap::com.nimbusds:oauth2-oidc-sdk,58,170,15,0.061224,7.816327,0.285714,2,37,0,21
org.realityforge.react4j:react4j-core::org.eclipse.jetty:jetty-jndi,78,235,1,0,2,9.069767,0,0,0,0
org.apereo.cas:cas-server-core-validation::org.springframework:spring-messaging,58,57,15,0.456522,0,1.369565,0,0,38,19
org.http4s:http4s-json4s-native_2.11::org.scalaz:scalaz-scalacheck-binding_2.11,133,56,20,0,1.279279,0.711712,0,36,34,35
org.jboss.logmanager:jboss-logmanager::org.jboss.modules:jboss-modules,61,113,5,0,1.625,4.6,0,26,0,13
org.specs2:specs2-matcher-extra_2.12::org.specs2:specs2-analysis_2.12,70,64,1,0,0,0,0,0,0,0
org.springframework.integration:spring-integration-jdbc::org.springframework:spring-jdbc,90,89,42,0.186441,0.254237,0.254237,33,23,2,26
io.fabric8.jube.images.fabric8:api-registry::org.eclipse.jetty:jetty-server,68,231,2,0,1.720588,0.602941,0,29,0,14
org.apereo.cas:cas-server-core-api-webflow::org.springframework:spring-orm,54,81,15,0.510204,0,1.326531,0,0,41,20
org.realityforge.arez:arez-browser-extras::org.eclipse.jetty:jetty-jndi,50,235,1,0,2,8.725,0,0,0,0
org.hibernate:hibernate-tools::org.hibernate:hibernate-entitymanager,70,153,25,0.157895,1.052632,0.105263,13,13,10,17
com.cedarsoftware:n-cube::org.springframework:spring-context,280,74,2,0,0,0.833333,0,0,1,0
org.webpieces:core-channelmanager2::org.codehaus.groovy:groovy-all,77,150,1,0.216216,0.783784,4.364865,0,0,0,0
com.cedarsoftware:json-io::org.codehaus.groovy:groovy,83,163,2,0,0.857143,0.142857,0,2,0,1
org.apereo.cas:cas-server-core-api-services::org.springframework:spring-webmvc,58,75,18,0.461538,0.019231,1.211538,0,2,40,20
org.http4s:http4s-client_2.10::org.specs2:specs2-matcher-extra_2.10,131,162,7,0,0.385417,1.666667,0,22,25,23
org.apereo.cas:cas-server-core-api-web::com.github.fakemongo:fongo,58,51,9,0,0.54717,0.90566,0,31,11,22
com.floragunn:search-guard-6::com.floragunn:search-guard-ssl,133,174,41,0,0.774436,1.112782,0,91,20,49
org.elasticsearch:elasticsearch-river-rabbitmq::org.testng:testng,52,69,1,0,2.2,0,0,0,0,0
org.apereo.cas:cas-server-support-jpa-util::com.zaxxer:HikariCP,58,54,13,0.107143,0.285714,0.714286,15,26,3,21
org.apereo.cas:cas-server-support-saml-core::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-services::com.zaxxer:HikariCP,58,54,10,0.189189,0.108108,1.162162,15,3,7,13
com.datastax.spark:spark-cassandra-connector-embedded_2.10::org.apache.cassandra:cassandra-clientutil,71,155,9,0.313725,1.27451,2.686275,8,6,27,19
org.apereo.cas:cas-server-core-util::org.javers:javers-core,55,178,1,0,1,1,0,0,0,0
org.apereo.cas:cas-server-core-logout::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-test,58,61,12,0,0,1.344828,0,2,16,10
org.apereo.cas:cas-server-support-ldap::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.actframework:act::org.mockito:mockito-core,86,258,1,0,11.529412,105,0,0,0,0
org.craftercms:crafter-security-provider::net.sf.ehcache:ehcache,57,80,2,0,1.5,4.785714,0,20,0,10
org.grails:grails-spring::org.codehaus.groovy:groovy-test,143,93,11,0.034483,0.258621,0.310345,0,0,35,16
org.spf4j:spf4j-core::com.netflix.servo:servo-core,61,87,1,0,7.819672,16,0,0,0,0
org.grails:grails-datastore-gorm::org.codehaus.groovy:groovy-all,107,150,1,0,3,0,0,0,0,0
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-jms,58,85,15,0.675676,0,0.621622,2,1,26,13
org.grails:grails-web-mvc::org.codehaus.groovy:groovy,74,163,11,0.034483,0.258621,0.310345,0,0,42,20
com.alibaba:fastjson::org.codehaus.groovy:groovy,108,163,2,0,2.280702,4,0,10,0,5
org.skinny-framework:skinny-common_2.11::org.mockito:mockito-core,90,258,11,0.728814,0.084746,0.254237,12,9,1,10
org.grails:grails-plugin-mimetypes::org.codehaus.groovy:groovy-test,114,93,11,0.034483,0.258621,0.310345,0,0,35,16
org.grails:grails-web-databinding::org.codehaus.groovy:groovy-test,71,93,9,0,0.163636,0.290909,0,0,40,20
org.codehaus.cargo:cargo-core-uberjar::com.sun.xml.bind:jaxb-impl,51,51,1,0,1,2.088235,0,0,0,0
com.fasterxml.jackson.datatype:jackson-datatype-hibernate3::org.hibernate:hibernate-core,78,171,2,1.564103,0,2.961538,0,0,30,15
org.http4s:http4s-jetty_2.11::org.specs2:specs2_2.11,104,62,1,0,0,2,0,0,0,0
org.jresearch.commons.base.manager:org.jresearch.commons.base.manager.impl::org.springframework:spring-context,51,74,5,0,0,0.954545,0,0,9,6
org.http4s:http4s-blaze-client_2.10::org.specs2:specs2-scalacheck_2.10,56,163,7,0,0.270833,0.8125,0,24,11,15
org.http4k:http4k-server-jetty::org.eclipse.jetty:jetty-servlet,174,235,5,0,0.511494,2.477011,0,82,8,43
com.hazelcast:hazelcast-hibernate4::org.hibernate:hibernate-core,72,171,3,0.472222,0.916667,6.013889,0,36,0,16
com.sap.cloud:neo-javaee6-wp-api::org.glassfish:javax.faces,114,148,1,0,1.780702,10.815789,0,0,0,0
org.apereo.cas:cas-server-core-api-authentication::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,4,0,0,1.25,0,0,3,3
org.apereo.cas:cas-server-core-services::com.fasterxml.jackson.datatype:jackson-datatype-guava,50,89,13,0,0.458333,2.354167,0,24,10,18
org.http4s:http4s-core_2.12::org.specs2:specs2-matcher-extra_2.12,52,70,1,0.153846,0.307692,2.423077,0,0,0,0
org.apereo.cas:cas-server-core::org.mockito:mockito-core,53,258,9,0.395833,1.770833,0.020833,20,10,1,16
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework.data:spring-data-commons,56,69,4,0.705882,0,4.235294,0,0,16,8
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-orm,54,81,18,0.46,0.02,1.28,0,2,40,20
org.apereo.cas:cas-server-core-webflow::org.hibernate:hibernate-entitymanager,58,153,14,0,0.339623,2.339623,0,5,35,19
au.com.dius:pact-jvm-consumer-junit_2.10::org.clojure:clojure,68,110,2,0,2.071429,0,0,3,0,2
org.apereo.cas:cas-server-core-api-validation::com.zaxxer:HikariCP,58,54,10,0.142857,0.114286,1.2,15,3,6,13
org.realityforge.arez:arez-component::org.eclipse.jetty:jetty-http,73,231,1,0,2,9.26,0,0,0,0
au.com.dius:pact-jvm-matchers_2.10::org.mockito:mockito-core,60,258,2,1,0.827586,0,0,8,0,4
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-orm,58,81,11,0.6875,0,0.6875,0,0,22,11
au.com.dius:pact-jvm-provider-specs2_2.10::org.specs2:specs2-junit_2.10,67,160,2,0,0.615385,1.576923,0,11,0,6
org.apache.jackrabbit:jackrabbit-core::org.mockito:mockito-core,104,258,1,1,0,0,0,0,0,0
au.com.dius:pact-jvm-server_2.11::org.mockito:mockito-core,107,258,2,1,0.561644,0,0,21,0,11
org.realityforge.replicant:replicant-client-common::org.realityforge.arez:arez-annotations,53,74,7,0,3.2,0,0,9,0,4
org.apereo.cas:cas-server-core-util::com.fasterxml.jackson.core:jackson-databind,55,110,14,0,0.423077,2.076923,0,33,9,22
org.jresearch.commons.gwt:org.jresearch.commons.gwt.flexess.srv::org.springframework:spring-core,71,83,5,0,0,0.47619,0,0,24,12
com.sksamuel.scruffy:scruffy-marshall_2.11::com.fasterxml.jackson.dataformat:jackson-dataformat-xml,74,97,1,0,0.256757,1.635135,0,0,0,0
com.arsframework:ars-core::org.springframework:spring-context,52,74,1,0,0,0,0,0,0,0
org.realityforge.replicant:replicant-client-common::org.testng:testng,53,69,2,0,0.980769,2.192308,0,11,0,5
org.grails:grails-datastore-gorm::org.grails:grails-bootstrap,107,88,12,0.434783,0.26087,0.065217,27,0,10,18
org.rundeck:rundeck-core::org.codehaus.groovy:groovy-all,63,150,2,0.125,1.9375,3.5,0,6,0,3
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-core,58,83,9,0,0.041667,1.041667,0,2,12,7
org.apereo.cas:cas-server-core-api-events::org.springframework:spring-test,55,61,10,0,0,1.3,0,0,16,9
org.bonitasoft.engine:bonita-server::org.springframework:spring-core,61,83,2,0,0.444444,2.388889,0,13,0,7
org.xdty.phone.number:phone-number::com.googlecode.libphonenumber:carrier,61,94,2,0,7.294118,0,0,8,0,4
org.testng:testng::org.mockito:mockito-core,69,258,1,0,4.666667,0,0,0,0,0
com.sksamuel.scruffy:scruffy-mongo_2.11::com.fasterxml.jackson.module:jackson-module-scala_2.11,82,55,2,0,0.259259,1.037037,0,5,0,2
org.realityforge.arez:arez-component::org.eclipse.jetty:jetty-io,73,235,1,0,2,9.26,0,0,0,0
org.craftercms:crafter-core::org.springframework:spring-webmvc,54,75,1,0.34375,2.15625,5.6875,0,0,0,0
net.bull.javamelody:javamelody-core::com.sun.faces:jsf-impl,66,213,1,0,0.864865,17.432432,0,0,0,0
org.xsocket:xSocket::org.jruby:jruby,60,80,3,0,1.823529,2.54902,0,2,4,2
org.apereo.cas:cas-server-support-jpa-util::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
net.serenity-bdd:serenity-screenplay::com.sun.xml.bind:jaxb-impl,171,51,1,0,0,0,0,0,0,0
de.ruedigermoeller:fst::com.cedarsoftware:java-util,85,63,1,0,12.879518,0,0,0,0,0
au.com.dius:pact-jvm-consumer-junit_2.11::org.codehaus.groovy:groovy-all,133,150,4,0.3,1.4,2.033333,0,0,17,8
org.grails:grails-datastore-web::org.codehaus.groovy:groovy-test,105,93,8,0.017544,0.245614,0.701754,0,0,48,26
com.ning:async-http-client::org.eclipse.jetty:jetty-servlet,126,235,3,0.942149,0.206612,12.024793,19,0,3,11
org.apereo.cas:cas-server-core-util::org.springframework:spring-core,55,83,6,0,0.090909,0,0,2,4,3
org.springframework:spring-context::org.jruby:jruby,74,80,12,0.672414,0,1.551724,0,0,49,24
com.jcabi:jcabi-github::com.jcabi:jcabi-log,66,70,4,0,0.035714,0.107143,0,12,3,8
com.themodernway:themodernway-server-core::com.fasterxml.jackson.dataformat:jackson-dataformat-xml,78,97,10,0,0.207792,0.038961,0,28,34,31
org.apereo.cas:cas-server-core::com.zaxxer:HikariCP,53,54,12,0.12,0.3,0.9,8,25,2,18
org.grails:grails-datastore-web::org.springframework:spring-context,105,74,17,0.162791,0.639535,0.918605,33,7,37,36
org.apereo.cas:cas-server-core-api-validation::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,4,0,0,1.25,0,0,3,3
org.crazyyak.dev:yak-dev-jersey-spring::org.springframework:spring-tx,66,84,1,0,0,5.642857,0,0,0,0
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework:spring-messaging,56,57,11,0.69697,0,0.666667,0,0,23,11
org.apereo.cas:cas-server-core-api-authentication::com.zaxxer:HikariCP,58,54,10,0.184211,0.105263,1.236842,15,3,7,13
org.grails:grails-async::org.codehaus.groovy:groovy-all,87,150,10,0,0.631579,0.315789,0,14,3,9
org.realityforge.react4j:react4j-arez::org.eclipse.jetty:jetty-plus,77,231,1,0,2,9.022222,0,0,0,0
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-web,58,66,5,0,0,0.285714,0,0,7,4
com.aol.microservices:micro-core::org.springframework:spring-context-support,61,84,9,0.051724,0.051724,1.758621,0,15,16,16
com.alibaba:druid::com.alibaba:dubbo,75,52,1,0,0.333333,3,0,0,0,0
com.salesforceiq.augmenteddriver:AugmentedDriver::com.applitools:eyes-selenium-java,65,81,1,0,0.888889,0,0,0,0,0
org.codelibs:elasticsearch-cluster-runner::org.codelibs.elasticsearch.module:lang-painless,79,52,48,0.145455,0.072727,0,34,12,5,23
org.jasig.cas:cas-server-core::org.hibernate:hibernate-core,58,171,2,0,1.2,4.3,0,0,4,2
org.infinispan:infinispan-checkstyle::com.puppycrawl.tools:checkstyle,56,66,2,0.482143,7.25,0,24,0,0,12
net.e6tech:elements-common::com.fasterxml.jackson.module:jackson-module-jaxb-annotations,126,97,4,0,1.254098,0.688525,0,12,37,23
org.skinny-framework:skinny-orm_2.11::org.scalikejdbc:scalikejdbc-syntax-support-macro_2.11,90,51,27,0.132353,0.014706,0,14,20,14,23
org.skinny-framework:skinny-test_2.10::org.mockito:mockito-core,139,258,13,0.388889,0.046296,0.138889,10,22,4,16
org.apereo.cas:cas-server-support-validation::org.springframework:spring-web,57,66,12,0,0.033333,1.3,0,2,17,11
org.apereo.cas:cas-server-core::com.fasterxml.jackson.datatype:jackson-datatype-guava,53,89,8,0,0.419355,1.709677,0,10,5,9
com.orientechnologies:orientdb-lucene::com.orientechnologies:orientdb-core,106,50,2,0,0,2.333333,1,0,0,0
org.http4s:http4s-server_2.10::org.scalaz:scalaz-scalacheck-binding_2.10,130,106,23,0,1.255814,0.728682,0,54,39,47
com.ibeetl:beetlsql::org.springframework:spring-jdbc,138,89,2,0.270677,0.827068,4.842105,0,2,0,1
org.apereo.cas:cas-server-support-saml::org.mockito:mockito-core,58,258,11,0.36,1.92,0.02,20,17,0,16
org.grails:grails-datastore-gorm::org.grails:grails-validation,107,74,6,0,0.888889,2.703704,0,0,20,10
org.apereo.cas:cas-server-support-throttle::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,57,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-jms,54,85,17,0.5,0,1.354167,0,0,42,21
com.netflix.spectator:spectator-nflx-plugin::com.netflix.governator:governator,82,94,2,0,0.333333,0,0,2,0,1
org.grails:grails-datastore-gorm-neo4j::org.neo4j:neo4j-community,68,171,2,0,2.285714,1.428571,0,0,2,1
org.apereo.cas:cas-server-support-jdbc::com.github.fakemongo:fongo,58,51,9,0,0.519231,0.788462,0,29,10,20
com.hazelcast:hazelcast::org.eclipse.jetty:jetty-webapp,152,231,1,1,0.696429,4.928571,0,0,0,0
com.spotify:docker-client::org.mockito:mockito-core,145,258,1,1,0,0,0,0,0,0
org.realityforge.arez:arez-core::org.eclipse.jetty:jetty-webapp,110,231,1,0,2,9.295082,0,0,0,0
org.jetbrains.kotlin:kotlin-maven-plugin::org.codehaus.groovy:groovy-all,120,150,1,0.189655,0.724138,4.948276,0,0,0,0
org.apereo.cas:cas-server-core-api-ticket::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
com.alibaba:fastjson::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,108,93,1,0,2,6,0,0,0,0
org.reactivemongo:play2-reactivemongo_2.11::io.netty:netty,83,70,1,1,0,0.714286,0,0,0,0
org.grails:grails-web-gsp::org.codehaus.groovy:groovy-all,67,150,8,0,0.25,0.5,0,4,4,4
com.floragunn:search-guard-ssl::org.elasticsearch:elasticsearch,174,225,70,0.488506,0.626437,0.706897,90,44,6,63
org.http4s:http4s-jetty_2.10::org.eclipse.jetty:jetty-servlet,110,235,16,0,0.787037,1.685185,0,28,46,36
org.apereo.cas:cas-server-support-themes::org.springframework:spring-tx,57,84,21,0.471698,0.018868,1.09434,2,2,42,22
ru.yandex.qatools.allure:allure-report-data::org.codehaus.groovy:groovy-all,58,150,1,0,0,2,0,0,0,0
org.springframework.data:spring-data-gemfire::org.springframework:spring-aop,55,81,8,0.368421,0.473684,0.105263,10,0,6,8
org.apache.cxf:cxf-bundle-jaxrs::org.eclipse.jetty:jetty-server,94,231,12,1.305556,0.777778,0.375,21,30,4,24
org.kuali.rice:rice-it-ken::org.eclipse.jetty:jetty-io,77,235,1,0,2,11.333333,0,0,0,0
org.apereo.cas:cas-server-core-api-util::org.springframework:spring-messaging,58,57,15,0.468085,0,1.212766,0,0,38,19
com.netflix.evcache:evcache-client::com.netflix.spectator:spectator-api,144,85,22,0,0,0,0,120,0,49
org.xsocket:xSocket::org.codehaus.groovy:groovy-all,60,150,2,0,1.442308,7.076923,0,3,0,1
org.grails:grails-databinding::org.codehaus.groovy:groovy-test,90,93,9,0,0.148148,0.296296,0,0,40,20
org.grails:grails-datastore-gorm-neo4j::org.springframework.data:spring-data-neo4j,68,64,1,1,0,2.736842,0,0,0,0
org.grails:grails-plugin-datasource::org.codehaus.groovy:groovy-test,111,93,9,0,0.163636,0.290909,0,0,30,13
org.realityforge.arez:arez-annotations::org.eclipse.jetty:jetty-webapp,74,231,1,0,2,9.20339,0,0,0,0
org.apereo.cas:cas-server-core-api-services::org.hibernate:hibernate-core,58,171,7,0,0.5,1.294118,0,0,23,11
com.rabbitmq:amqp-client::org.mockito:mockito-core,101,258,5,0.096774,2.935484,4.193548,6,11,0,7
org.ikasan:ikasan-webconsole-war::org.codehaus.groovy:groovy,50,163,1,0,1.090909,6.090909,0,0,0,0
com.epam.jdi:jdi-uitest-mobile::com.epam.jdi:jdi-uitest-core,53,98,2,0,0,2.166667,0,0,2,1
com.alibaba:druid::org.hibernate:hibernate-core,75,171,3,0.058824,1.308824,3.897059,6,0,7,6
com.fasterxml.jackson.module:jackson-module-scala_2.11::com.fasterxml.jackson.core:jackson-databind,55,110,4,0,1,0,0,3,0,2
org.apache.cxf.systests:cxf-systests-jaxrs::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,90,93,2,0,0.785714,2.642857,0,4,0,2
org.apereo.cas:cas-server-support-validation::org.springframework:spring-orm,57,81,18,0.5,0.020833,1.208333,0,2,37,18
com.yahoo.elide:dropwizard-elide::org.hibernate:hibernate-entitymanager,59,153,1,0,1.793103,8.982759,0,0,0,0
org.keycloak:keycloak-jetty-core::org.eclipse.jetty:jetty-security,72,231,2,1,0.507042,3.126761,0,0,20,10
org.apereo.cas:cas-server-core-authentication::org.codehaus.groovy:groovy-groovysh,54,58,6,0.333333,1.266667,1.533333,0,0,28,14
org.codelibs:elasticsearch-cluster-runner::org.codehaus.groovy:groovy-all,79,150,3,0,0.388889,3.888889,0,5,4,5
org.apereo.cas:cas-server-core-services::com.github.fakemongo:fongo,50,51,9,0,0.439024,1.121951,0,18,8,14
org.apereo.cas:cas-server-support-oauth-core::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
com.mikepenz:aboutlibraries::com.mikepenz:fastadapter,70,102,34,0,0,0.04878,17,12,9,13
com.genesys:workspace::org.mockito:mockito-core,155,258,1,0,3.367521,0,0,0,0,0
ec.gob.senescyt:sniese-commons::net.sf.ehcache:ehcache,53,80,2,0,0.829268,0.756098,0,7,0,4
net.sf.jabb:jabb-core::org.eclipse.jetty:jetty-util,115,206,1,0.930435,0.086957,11.66087,0,0,0,0
net.serenity-bdd:serenity-junit::org.springframework:spring-test,249,61,1,1,0,9.125,0,0,0,0
io.fabric8:kubernetes-client::com.fasterxml.jackson.core:jackson-databind,185,110,1,0,0,0.181818,0,0,0,0
org.apereo.cas:cas-server-core-api-web::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
com.ning.billing:killbill-server::org.eclipse.jetty:jetty-server,85,231,1,0.727273,0,5.80303,0,0,0,0
net.oschina.j2cache:j2cache-core::com.alibaba:fastjson,53,108,4,0,0,0.625,0,0,35,16
org.apereo.cas:cas-server-support-themes::com.zaxxer:HikariCP,57,54,13,0.111111,0.259259,0.722222,15,24,3,20
io.joynr.java.messaging.bounceproxy.bounceproxy-controller-persistence:ehcache::net.sf.ehcache:ehcache,69,80,1,0,1.898551,5.768116,0,0,0,0
com.spotify:styx-cli::org.mockito:mockito-core,98,258,1,1,0,0,0,0,0,0
top.ibase4j:ibase4j-common::org.springframework:spring-jdbc,53,89,3,0,0,1.346939,0,0,7,4
org.atmosphere:atmosphere-runtime-native::org.eclipse.jetty:jetty-websocket,96,97,1,1,0,7.677083,0,0,0,0
org.testng:testng::org.testng:testng,69,69,2,0,0,2.875,0,0,1,0
org.datanucleus:datanucleus-accessplatform-jdo-odf::org.datanucleus:datanucleus-api-jdo,94,92,22,0.339286,0.375,0,14,18,11,18
org.web3j:core::com.fasterxml.jackson.core:jackson-databind,50,110,2,0,0.371429,3.371429,0,0,4,2
